product_id,date,price,event,product_name,category,rating,num_reviews,price_change,price_change_pct,roll_mean_7,roll_std_7,suspicious,iforest_score,iforest_anomaly
1,2025-05-27,92.77,sale,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.0,0.0,92.77,0.0,False,0.10306847882465486,1
1,2025-05-28,94.83,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,2.0600000000000023,2.2205454349466525,93.8,1.4566399692442895,False,0.16958006678742837,1
1,2025-05-29,94.57,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-0.2600000000000051,-0.2741748391859144,94.05666666666666,1.1218437205481588,False,0.19072188738160895,1
1,2025-05-30,94.4,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-0.1699999999999875,-0.1797610235804048,94.1425,0.9319290030182932,False,0.1873770500620499,1
1,2025-05-31,94.83,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.4299999999999926,0.4555084745762716,94.28,0.8636550237218574,False,0.18868403969288677,1
1,2025-06-01,95.96,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,1.1299999999999957,1.1916060318464483,94.56,1.0330150047312947,False,0.16458430263299978,1
1,2025-06-02,96.37,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.4100000000000108,0.4272613588995444,94.81857142857145,1.1650240136499124,False,0.17862230647887378,1
1,2025-06-03,100.45,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,4.079999999999998,4.233682681332374,95.91571428571427,2.130491783156001,False,0.07708207652193111,1
1,2025-06-04,100.72,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.269999999999996,0.2687904430064725,96.75714285714284,2.7135567943550547,False,0.18431889828034426,1
1,2025-06-05,101.49,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.769999999999996,0.7644956314535323,97.74571428571429,3.0264327579008308,False,0.16430760065563793,1
1,2025-06-06,100.19,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-1.2999999999999972,-1.280914375800568,98.57285714285716,2.737010012682419,False,0.17353725353392063,1
1,2025-06-07,101.38,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,1.1899999999999975,1.1877432877532623,99.5085714285714,2.334148157047371,False,0.16567926965696927,1
1,2025-06-08,105.19,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,3.8100000000000014,3.758137699743536,100.82714285714285,2.588607825876784,False,0.05372729112796382,1
1,2025-06-09,108.59,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,3.4000000000000057,3.2322464112558347,102.57285714285716,3.142942964196229,False,0.03284096764468414,1
1,2025-06-10,105.28,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-3.3100000000000023,-3.0481628142554618,103.26285714285714,3.1293754131121125,False,0.08509884478610608,1
1,2025-06-11,102.22,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-3.0600000000000023,-2.906534954407292,103.47714285714288,2.973716609932865,False,0.1421467812586863,1
1,2025-06-12,101.4,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-0.8199999999999932,-0.8021913519859036,103.46428571428572,2.983917208094426,False,0.17945224894578127,1
1,2025-06-13,99.71,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-1.690000000000012,-1.666666666666683,103.39571428571428,3.0758026439877506,False,0.16480384679199422,1
1,2025-06-14,99.28,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-0.4299999999999926,-0.4312506268177696,103.0957142857143,3.391395274037225,False,0.15613426136588726,1
