product_id,date,price,event,product_name,category,rating,num_reviews,price_change,price_change_pct,roll_mean_7,roll_std_7,suspicious
1,2025-05-27,92.77,sale,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.0,0.0,92.77,0.0,False
1,2025-05-28,94.83,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,2.0600000000000023,2.2205454349466525,93.8,1.4566399692442895,False
1,2025-05-29,94.57,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-0.2600000000000051,-0.27417483918591445,94.05666666666666,1.1218437205481588,False
1,2025-05-30,94.4,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-0.1699999999999875,-0.1797610235804048,94.1425,0.9319290030182933,False
1,2025-05-31,94.83,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.4299999999999926,0.45550847457627164,94.28,0.8636550237218574,False
1,2025-06-01,95.96,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,1.1299999999999955,1.1916060318464483,94.56,1.0330150047312947,False
1,2025-06-02,96.37,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.4100000000000108,0.4272613588995444,94.81857142857143,1.1650240136499124,False
1,2025-06-03,100.45,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,4.079999999999998,4.233682681332374,95.91571428571429,2.1304917831560015,False
1,2025-06-04,100.72,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.269999999999996,0.2687904430064725,96.75714285714285,2.7135567943550547,False
1,2025-06-05,101.49,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,0.769999999999996,0.7644956314535323,97.74571428571429,3.0264327579008308,False
1,2025-06-06,100.19,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,-1.2999999999999972,-1.280914375800568,98.57285714285715,2.737010012682419,False
1,2025-06-07,101.38,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,1.1899999999999977,1.1877432877532623,99.50857142857141,2.334148157047371,False
1,2025-06-08,105.19,,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,3.9,120,3.8100000000000023,3.7581376997435356,100.82714285714285,2.588607825876784,False
